id,symbol,name,market_cap_rank,current_price,market_cap,total_volume,price_change_percentage_24h,last_updated
crypto-com-chain,CRO,Cronos,40,0.104382,3895319705,12277999.0,2.02861,2025-12-06T16:49:44.348Z
paypal-usd,PYUSD,PayPal USD,41,0.99985,3845379815,65081987.0,0.07225,2025-12-06T16:49:49.001Z
ethena-staked-usde,SUSDE,Ethena Staked USDe,42,1.21,3673121389,47089906.0,0.03717,2025-12-06T16:49:45.050Z
uniswap,UNI,Uniswap,43,5.6,3524962524,240566608.0,0.96317,2025-12-06T16:49:41.169Z
polkadot,DOT,Polkadot,45,2.14,3517035041,139856837.0,0.0258,2025-12-06T16:49:49.007Z
mantle,MNT,Mantle,44,1.081,3515292972,105865159.0,5.10099,2025-12-06T16:49:48.252Z
aave,AAVE,Aave,46,190.75,2895572670,159727920.0,4.2431,2025-12-06T16:49:42.360Z
usd1-wlfi,USD1,USD1,47,0.999173,2725515001,235494780.0,-0.02349,2025-12-06T16:49:45.490Z
bittensor,TAO,Bittensor,48,282.23,2703998733,80045062.0,2.37259,2025-12-06T16:49:43.350Z
bitget-token,BGB,Bitget Token,49,3.53,2469063834,52778947.0,4.65401,2025-12-06T16:49:44.675Z
memecore,M,MemeCore,50,1.36,2319707397,16058732.0,6.83071,2025-12-06T16:49:47.396Z
canton-network,CC,Canton,51,0.063754,2287397079,24434737.0,-2.5565,2025-12-06T16:49:43.795Z
okb,OKB,OKB,52,108.21,2269805589,33539806.0,5.22029,2025-12-06T16:49:48.270Z
near,NEAR,NEAR Protocol,53,1.72,2209923421,173150471.0,3.23033,2025-12-06T16:49:48.031Z
tether-gold,XAUT,Tether Gold,55,4211.69,2198835739,233538368.0,0.24984,2025-12-06T16:49:40.394Z
falcon-finance,USDF,Falcon USD,54,0.999274,2188232409,2263359.0,0.04251,2025-12-06T16:49:45.136Z
ethereum-classic,ETC,Ethereum Classic,57,13.34,2061918343,44264338.0,2.39425,2025-12-06T16:49:45.293Z
aster-2,ASTER,Aster,56,0.983003,2061133369,172803789.0,-1.8055,2025-12-06T16:49:42.940Z
ethena,ENA,Ethena,59,0.26352,2023483589,169971550.0,0.9922,2025-12-06T16:49:45.304Z
internet-computer,ICP,Internet Computer,60,3.52,1904165451,75738022.0,3.6101,2025-12-06T16:49:46.608Z
pi-network,PI,Pi Network,61,0.226737,1892379635,15186275.0,2.63494,2025-12-06T16:49:48.825Z
jito-staked-sol,JITOSOL,Jito Staked SOL,62,166.29,1886168407,10833497.0,1.16509,2025-12-06T16:49:46.514Z
pepe,PEPE,Pepe,63,4.44e-06,1869733221,234520421.0,2.20132,2025-12-06T16:49:48.942Z
pump-fun,PUMP,Pump.fun,66,0.00304154,1790931037,130119038.0,5.97944,2025-12-06T16:49:49.188Z
rain,RAIN,Rain,65,0.00751852,1786164375,27370222.0,0.87528,2025-12-06T16:49:49.211Z
jupiter-perpetuals-liquidity-provider-token,JLP,Jupiter Perpetuals Liquidity Provider Token,68,4.65,1681877247,24914849.0,0.81265,2025-12-06T16:49:46.541Z
htx-dao,HTX,HTX DAO,69,1.66e-06,1548935081,12869060.0,-1.30277,2025-12-06T16:49:46.024Z
ondo-finance,ONDO,Ondo,71,0.46815,1478746882,40536375.0,1.59141,2025-12-06T16:49:48.358Z
hash-2,HASH,Provenance Blockchain,72,0.02796946,1453437260,102195.0,0.68665,2025-12-06T16:49:45.806Z
pax-gold,PAXG,PAX Gold,73,4215.13,1431996093,69555716.0,-0.09313,2025-12-06T16:49:48.799Z
kaspa,KAS,Kaspa,74,0.051958,1391255524,20514561.0,-0.39935,2025-12-06T16:49:46.594Z
worldcoin-wld,WLD,Worldcoin,75,0.577569,1379480210,83269684.0,0.8065,2025-12-06T16:49:41.537Z
global-dollar,USDG,Global Dollar,76,0.999826,1368219578,16102716.0,0.00526,2025-12-06T16:49:45.630Z
bfusd,BFUSD,BFUSD,77,0.999461,1319289898,6596856.0,1e-05,2025-12-06T16:49:43.122Z
kucoin-shares,KCS,KuCoin,78,10.16,1318821230,5727373.0,1.30393,2025-12-06T16:49:46.741Z
quant-network,QNT,Quant,79,90.76,1318778251,17348836.0,0.77924,2025-12-06T16:49:49.164Z
aptos,APT,Aptos,81,1.77,1302552601,326315100.0,1.39957,2025-12-06T16:49:42.652Z
polygon-ecosystem-token,POL,POL (ex-MATIC),83,0.123235,1300215187,51240557.0,3.40257,2025-12-06T16:49:49.037Z
ripple-usd,RLUSD,Ripple USD,84,0.999453,1292456898,37620921.0,-0.00262,2025-12-06T16:49:49.651Z
rocket-pool-eth,RETH,Rocket Pool ETH,86,3517.7,1286793457,2048576.0,1.43818,2025-12-06T16:49:49.558Z
sky,SKY,Sky,87,0.053044,1215050583,9452873.0,1.99564,2025-12-06T16:49:49.924Z
wbnb,WBNB,Wrapped BNB,88,897.26,1213068693,578741772.0,2.65469,2025-12-06T16:49:41.989Z
gatechain-token,GT,Gate,89,10.22,1199250196,1387456.0,1.70558,2025-12-06T16:49:45.497Z
algorand,ALGO,Algorand,90,0.134184,1180665021,39690734.0,1.9988,2025-12-06T16:49:42.365Z
arbitrum,ARB,Arbitrum,91,0.207547,1165648675,88654007.0,3.02131,2025-12-06T16:49:42.855Z
official-trump,TRUMP,Official Trump,93,5.73,1145388810,194766210.0,-0.94412,2025-12-06T16:49:48.369Z
binance-staked-sol,BNSOL,Binance Staked SOL,92,144.89,1144529857,1742691.0,1.46804,2025-12-06T16:49:43.112Z
kelp-dao-restaked-eth,RSETH,Kelp DAO Restaked ETH,94,3239.58,1100996083,101141.0,1.73283,2025-12-06T16:49:46.613Z
vechain,VET,VeChain,95,0.01269223,1089997006,17356226.0,2.0918,2025-12-06T16:49:41.179Z
cosmos,ATOM,Cosmos Hub,96,2.24,1080315118,32467838.0,2.7954,2025-12-06T16:49:46.178Z
filecoin,FIL,Filecoin,97,1.49,1077248381,89755851.0,2.2315,2025-12-06T16:49:45.020Z
ignition-fbtc,FBTC,Function FBTC,98,89534.0,1052316644,93971.0,1.38671,2025-12-06T16:49:46.205Z
flare-networks,FLR,Flare,100,0.01302716,1046368603,3966032.0,1.13832,2025-12-06T16:49:45.259Z
lombard-staked-btc,LBTC,Lombard Staked BTC,101,89999.0,1015391833,3281730.0,2.11661,2025-12-06T16:49:48.634Z
liquid-staked-ethereum,LSETH,Liquid Staked ETH,102,3269.16,1015042414,47863.0,0.03403,2025-12-06T16:49:46.960Z
solv-btc,SOLVBTC,Solv Protocol BTC,103,89640.0,993694079,326514.0,1.4155,2025-12-06T16:49:50.023Z
nexo,NEXO,NEXO,104,0.968923,968933245,10156287.0,2.71945,2025-12-06T16:49:48.011Z
xdce-crowd-sale,XDC,XDC Network,105,0.04970341,920530190,22088997.0,0.9064,2025-12-06T16:49:41.612Z
first-digital-usd,FDUSD,First Digital USD,107,0.9978,842914131,520528288.0,0.0403,2025-12-06T16:49:45.767Z
kinetic-staked-hype,KHYPE,Kinetiq Staked HYPE,108,31.35,840714022,11082841.0,0.90242,2025-12-06T16:49:46.783Z
render-token,RENDER,Render,109,1.61,836377941,35199307.0,0.93539,2025-12-06T16:49:49.438Z
sei-network,SEI,Sei,110,0.129227,823184805,53469862.0,-0.12053,2025-12-06T16:49:49.942Z
pancakeswap-token,CAKE,PancakeSwap,112,2.28,768194168,35148311.0,0.03518,2025-12-06T16:49:48.738Z
bonk,BONK,Bonk,114,9.22e-06,761437598,58078242.0,2.15817,2025-12-06T16:49:43.603Z
renzo-restaked-eth,EZETH,Renzo Restaked ETH,115,3261.32,745913748,329080.0,1.65231,2025-12-06T16:49:49.375Z
story-2,IP,Story,116,2.22,738450112,23309899.0,2.39944,2025-12-06T16:49:50.397Z
mantle-staked-ether,METH,Mantle Staked Ether,117,3300.67,727681892,2565850.0,1.19528,2025-12-06T16:49:47.231Z
jupiter-exchange-solana,JUP,Jupiter,119,0.228854,716517920,16317922.0,-0.2053,2025-12-06T16:49:46.672Z
ondo-us-dollar-yield,USDY,Ondo US Dollar Yield,121,1.11,690374246,329620.0,1.29313,2025-12-06T16:49:48.241Z
pudgy-penguins,PENGU,Pudgy Penguins,122,0.01091783,685812812,95255702.0,2.14674,2025-12-06T16:49:49.294Z
morpho,MORPHO,Morpho,123,1.25,672238420,11638776.0,-3.8847,2025-12-06T16:49:47.789Z
jupiter-staked-sol,JUPSOL,Jupiter Staked SOL,125,154.06,642488151,896417.0,1.23265,2025-12-06T16:49:46.543Z
aerodrome-finance,AERO,Aerodrome Finance,128,0.689525,623844246,20921201.0,6.45745,2025-12-06T16:49:42.084Z
fetch-ai,FET,Artificial Superintelligence Alliance,129,0.236654,615289899,66452239.0,3.7253,2025-12-06T16:49:45.486Z
stakewise-v3-oseth,OSETH,StakeWise Staked ETH,130,3133.2,611305924,561524.0,1.46163,2025-12-06T16:49:50.378Z
beldex,BDX,Beldex,131,0.084892,599786205,8878271.0,-0.80911,2025-12-06T16:49:42.983Z
spx6900,SPX,SPX6900,133,0.63707,593057222,16172984.0,-1.57355,2025-12-06T16:49:50.300Z
dash,DASH,Dash,134,47.31,591962364,103267810.0,0.9216,2025-12-06T16:49:44.411Z
optimism,OP,Optimism,136,0.311951,591609383,48319121.0,4.01401,2025-12-06T16:49:48.498Z
myx-finance,MYX,MYX Finance,135,3.09,589512111,35179702.0,1.68287,2025-12-06T16:49:47.945Z
virtual-protocol,VIRTUAL,Virtuals Protocol,137,0.860064,563826006,75884671.0,2.37759,2025-12-06T16:49:41.497Z
curve-dao-token,CRV,Curve DAO,138,0.387501,555065270,54882917.0,-0.70432,2025-12-06T16:49:44.532Z
injective-protocol,INJ,Injective,139,5.56,554675843,46482060.0,1.99593,2025-12-06T16:49:46.466Z
tbtc,TBTC,tBTC,140,89722.0,553487749,8616877.0,1.95247,2025-12-06T16:49:40.260Z
usual-usd,USD0,Usual USD,141,0.998436,548324314,1475256.0,-0.0381,2025-12-06T16:49:40.884Z
starknet,STRK,Starknet,142,0.112859,541840196,59238401.0,2.43431,2025-12-06T16:49:50.403Z
blockstack,STX,Stacks,143,0.297784,539395587,11264021.0,2.37985,2025-12-06T16:49:43.418Z
usdd,USDD,USDD,145,1.0,524340919,9509319.0,0.00077,2025-12-06T16:49:40.830Z
telcoin,TEL,Telcoin,146,0.00551706,523843131,1965815.0,-0.68673,2025-12-06T16:49:49.331Z
tezos,XTZ,Tezos,147,0.481216,513164060,18401544.0,1.99345,2025-12-06T16:49:40.419Z
ultima,ULTIMA,Ultima,148,5121.91,512197902,14666710.0,-1.49926,2025-12-06T16:49:50.457Z
lido-dao,LDO,Lido DAO,149,0.572052,510399627,46981795.0,-1.55514,2025-12-06T16:49:47.230Z
true-usd,TUSD,TrueUSD,150,0.997726,493353768,5819709.0,-0.0071,2025-12-06T16:49:40.686Z
celestia,TIA,Celestia,152,0.579129,492652691,54661965.0,-1.61827,2025-12-06T16:49:44.055Z
the-graph,GRT,The Graph,153,0.04627392,491449901,17055983.0,2.59564,2025-12-06T16:49:40.444Z
msol,MSOL,Marinade Staked SOL,154,179.16,489744296,1701279.0,1.2506,2025-12-06T16:49:49.143Z
ether-fi,ETHFI,Ether.fi,156,0.795357,483588671,26933225.0,2.12363,2025-12-06T16:49:45.146Z
newton-project,AB,AB,157,0.00531346,480043787,10026018.0,0.1725,2025-12-06T16:49:48.067Z
gteth,GTETH,GTETH,158,3055.6,471051318,112796.0,1.59706,2025-12-06T16:49:45.828Z
stader-ethx,ETHX,Stader ETHx,159,3292.51,461665619,72946.0,1.75087,2025-12-06T16:49:50.195Z
kaia,KAIA,Kaia,160,0.077982,456527347,7000567.0,0.63812,2025-12-06T16:49:46.560Z
floki,FLOKI,FLOKI,162,4.623e-05,445209493,33028847.0,3.66333,2025-12-06T16:49:45.463Z
doublezero,2Z,DoubleZero,164,0.124331,430574772,16412179.0,3.02097,2025-12-06T16:49:44.796Z
gho,GHO,GHO,165,1.0,430070567,7112301.0,-0.08975,2025-12-06T16:49:45.544Z
ethereum-name-service,ENS,Ethereum Name Service,167,11.27,427925106,22035438.0,0.99177,2025-12-06T16:49:45.157Z
iota,IOTA,IOTA,168,0.102007,426044624,8348199.0,2.51406,2025-12-06T16:49:46.394Z
trust-wallet-token,TWT,Trust Wallet,169,1.019,424335646,14108538.0,1.76519,2025-12-06T16:49:40.743Z
sun-token,SUN,Sun Token,170,0.02144681,411603475,34289952.0,1.42355,2025-12-06T16:49:40.012Z
usdb,USDB,USDB,171,1.012,411104504,226950.0,3.22471,2025-12-06T16:49:41.058Z
terra-luna,LUNC,Terra Luna Classic,174,7.495e-05,408180667,805714319.0,50.52724,2025-12-06T16:49:40.472Z
bitcoin-cash-sv,BSV,Bitcoin SV,172,20.45,407815351,8662448.0,1.07975,2025-12-06T16:49:43.312Z
sweth,SWETH,Swell Ethereum,173,3349.24,406425066,27146.0,0.28498,2025-12-06T16:49:50.586Z
pendle,PENDLE,Pendle,175,2.44,399804769,28184985.0,1.77844,2025-12-06T16:49:48.829Z
pyth-network,PYTH,Pyth Network,176,0.069302,398469487,15144070.0,2.35835,2025-12-06T16:49:49.232Z
bittorrent,BTT,BitTorrent,177,4.02159e-07,396737944,17879718.0,1.18219,2025-12-06T16:49:43.376Z
sbtc-2,SBTC,sBTC,178,89860.0,393991974,35641.0,1.82853,2025-12-06T16:49:49.689Z
just,JST,JUST,179,0.03978401,393831835,43803062.0,1.49181,2025-12-06T16:49:46.689Z
coinbase-wrapped-staked-eth,CBETH,Coinbase Wrapped Staked ETH,180,3401.3,391365005,2408911.0,1.64601,2025-12-06T16:49:44.025Z
fartcoin,FARTCOIN,Fartcoin,182,0.386377,386357081,166572462.0,10.34253,2025-12-06T16:49:45.391Z
merlin-chain,MERL,Merlin Chain,183,0.363914,382487845,21420048.0,-0.84011,2025-12-06T16:49:47.368Z
basic-attention-token,BAT,Basic Attention,184,0.254083,379850713,48325535.0,3.77889,2025-12-06T16:49:43.015Z
decred,DCR,Decred,185,22.08,378783140,7553321.0,8.86906,2025-12-06T16:49:44.369Z
dogwifcoin,WIF,dogwifhat,187,0.375438,374850814,127273330.0,2.60678,2025-12-06T16:49:48.432Z
olympus,OHM,Olympus,186,22.85,374313737,228522.0,1.49994,2025-12-06T16:49:48.248Z
the-sandbox,SAND,The Sandbox,188,0.143338,374281136,22603001.0,2.04807,2025-12-06T16:49:40.527Z
bitcoin-avalanche-bridged-btc-b,BTC.B,Avalanche Bridged BTC (Avalanche),189,89778.0,371792728,25662475.0,1.40831,2025-12-06T16:49:43.227Z
conflux-token,CFX,Conflux,190,0.071871,370426545,10946190.0,1.8183,2025-12-06T16:49:44.453Z
helium,HNT,Helium,191,1.96,365809175,3027465.0,2.97004,2025-12-06T16:49:45.935Z
sonic-3,S,Sonic,192,0.096154,363701588,34868437.0,0.22282,2025-12-06T16:49:50.150Z
flow,FLOW,Flow,194,0.219755,357278077,5252354.0,0.46215,2025-12-06T16:49:45.370Z
apenft,NFT,AINFT,195,3.60331e-07,356450488,15095645.0,-0.26149,2025-12-06T16:49:42.512Z
ether-fi-staked-eth,EETH,ether.fi Staked ETH,196,3062.64,353928871,79273.0,1.40602,2025-12-06T16:49:45.034Z
plasma,XPL,Plasma,197,0.175372,346846411,71744441.0,-3.0704,2025-12-06T16:49:48.868Z
gala,GALA,GALA,199,0.00729955,341073287,32324122.0,3.27339,2025-12-06T16:49:45.532Z
euro-coin,EURC,EURC,198,1.16,340617573,14321856.0,0.07094,2025-12-06T16:49:45.115Z
jasmycoin,JASMY,JasmyCoin,200,0.00687195,339867016,23203805.0,2.82519,2025-12-06T16:49:46.561Z
theta-token,THETA,Theta Network,201,0.338809,338903010,12449891.0,3.35569,2025-12-06T16:49:40.397Z
benqi-liquid-staked-avax,SAVAX,BENQI Liquid Staked AVAX,202,16.5,335591945,10857583.0,-0.16835,2025-12-06T16:49:43.236Z
gnosis,GNO,Gnosis,203,125.56,331331082,5381177.0,1.23781,2025-12-06T16:49:45.922Z
wrapped-hype,WHYPE,Wrapped HYPE,204,31.14,329155536,57985709.0,0.64388,2025-12-06T16:49:44.171Z
usx,USX,USX,205,0.999909,326941270,991711.0,0.01168,2025-12-06T16:49:40.891Z
kinesis-gold,KAU,Kinesis Gold,206,135.89,324276122,36180.0,0.39792,2025-12-06T16:49:46.719Z
chiliz,CHZ,Chiliz,208,0.0313223,316118583,92012941.0,6.69383,2025-12-06T16:49:44.043Z
vision-3,VSN,Vision,209,0.091912,316072492,19547866.0,0.35698,2025-12-06T16:49:41.079Z
swissborg,BORG,SwissBorg,210,0.323001,315212475,473502.0,8.99624,2025-12-06T16:49:50.616Z
raydium,RAY,Raydium,212,1.15,309886533,34873949.0,3.23015,2025-12-06T16:49:49.324Z
compound-governance-token,COMP,Compound,214,31.85,307795802,26043303.0,1.9424,2025-12-06T16:49:44.253Z
syrup,SYRUP,Maple Finance,213,0.270185,307393738,25788752.0,2.89408,2025-12-06T16:49:40.295Z
mimblewimblecoin,MWC,MimbleWimbleCoin,216,26.62,299638730,137587.0,-2.73099,2025-12-06T16:49:47.529Z
frax-ether,FRXETH,Frax Ether,215,3021.88,298428180,917035.0,1.53877,2025-12-06T16:49:45.352Z
mantle-restaked-eth,CMETH,Mantle Restaked ETH,218,3301.69,294177422,4921454.0,1.37148,2025-12-06T16:49:47.183Z
decentraland,MANA,Decentraland,219,0.153425,294124526,20293432.0,2.81791,2025-12-06T16:49:44.484Z
unit-bitcoin,UBTC,Unit Bitcoin,220,89825.0,293948658,46643520.0,1.56452,2025-12-06T16:49:40.799Z
vaulta,A,Vaulta,221,0.182666,293703267,27216776.0,1.4553,2025-12-06T16:49:41.048Z
neo,NEO,NEO,222,4.13,291455034,9741108.0,1.12557,2025-12-06T16:49:47.976Z
layerzero,ZRO,LayerZero,224,1.42,288347134,31491730.0,5.32836,2025-12-06T16:49:46.961Z
monad,MON,Monad,223,0.0265997,288121632,166806724.0,1.59713,2025-12-06T16:49:47.705Z
cap-usd,CUSD,Cap USD,225,1.001,287725289,21309.0,0.05156,2025-12-06T16:49:43.667Z
zksync,ZK,ZKsync,226,0.03350189,287037434,25986674.0,-0.50558,2025-12-06T16:49:41.956Z
astherus-staked-bnb,ASBNB,Aster Staked BNB,228,949.63,284832515,81639.0,2.5769,2025-12-06T16:49:42.643Z
frax,FRAX,Legacy Frax Dollar,229,0.994092,281809084,502199.0,0.11124,2025-12-06T16:49:45.562Z
fasttoken,FTN,Fasttoken,230,0.645412,279912707,1864869.0,-1.76838,2025-12-06T16:49:45.185Z
ape-and-pepe,APEPE,Ape and Pepe,231,1.33e-06,279623347,27317669.0,2.90074,2025-12-06T16:49:49.045Z
crvusd,CRVUSD,crvUSD,232,0.998857,271612907,13638354.0,0.36957,2025-12-06T16:49:44.372Z
hajimi,哈基米,Hajimi,237,0.271011,269758373,2358375.0,20.25003,2025-12-06T16:49:45.800Z
zebec-network,ZBCN,Zebec Network,233,0.00280708,268716288,8327127.0,-0.94277,2025-12-06T16:49:41.996Z
falcon-finance-ff,FF,Falcon Finance,234,0.113928,266553082,13528512.0,0.14101,2025-12-06T16:49:45.280Z
arweave,AR,Arweave,236,4.0,261878838,16644233.0,1.59283,2025-12-06T16:49:42.651Z
1inch,1INCH,1INCH,238,0.186092,260764800,49218818.0,2.46984,2025-12-06T16:49:46.407Z
cheems-token,CHEEMS,Cheems Token,239,1.28e-06,259780788,3206466.0,6.42047,2025-12-06T16:49:43.861Z
wrapped-avax,WAVAX,Wrapped AVAX,241,13.39,255514184,73402284.0,0.02355,2025-12-06T16:49:41.691Z
eigenlayer,EIGEN,EigenCloud (prev. EigenLayer),242,0.512882,249773467,36710533.0,-2.22452,2025-12-06T16:49:44.948Z
instadapp,FLUID,Fluid,243,3.22,248852821,4359951.0,-0.37994,2025-12-06T16:49:46.390Z
walrus-2,WAL,Walrus,245,0.159912,247081386,18261311.0,4.42119,2025-12-06T16:49:41.337Z
ethena-staked-ena,SENA,Ethena Staked ENA,246,0.263275,245774022,405516.0,-2.12598,2025-12-06T16:49:44.987Z
pippin,PIPPIN,pippin,244,0.245526,243877139,90720441.0,46.54476,2025-12-06T16:49:48.770Z
immutable-x,IMX,Immutable,247,0.295512,240745463,13399058.0,3.82362,2025-12-06T16:49:46.297Z
ecash,XEC,eCash,248,1.19e-05,237442303,4132517.0,2.54109,2025-12-06T16:49:45.945Z
undeads-games,UDS,Undeads Games,249,2.31,236526395,1469793.0,3.09022,2025-12-06T16:49:40.630Z
reallink,REAL,RealLink,250,0.078325,236443934,6833055.0,2.42855,2025-12-06T16:49:49.464Z
origintrail,TRAC,OriginTrail,252,0.523265,234043033,4200288.0,-0.02271,2025-12-06T16:50:20.860Z
thorchain,RUNE,THORChain,253,0.661976,232425589,105123929.0,2.94112,2025-12-06T16:50:23.635Z
elrond-erd-2,EGLD,MultiversX,254,8.06,232294031,42954038.0,-1.17615,2025-12-06T16:50:17.174Z
drift-staked-sol,DSOL,Drift Staked SOL,255,154.71,228799676,85580.0,0.76982,2025-12-06T16:50:16.959Z
loaded-lions,LION,Loaded Lions,256,0.007416,227229977,955374.0,2.53004,2025-12-06T16:50:19.261Z
treehouse-eth,TETH,Treehouse ETH,257,3739.94,225453363,2848708.0,1.47859,2025-12-06T16:50:23.667Z
golem,GLM,Golem,258,0.22159,221531313,7642511.0,1.30899,2025-12-06T16:50:17.899Z
kinesis-silver,KAG,Kinesis Silver,259,59.47,221340066,223548.0,1.89415,2025-12-06T16:50:18.939Z
bybit-staked-sol,BBSOL,Bybit Staked SOL,261,149.5,220537058,1059385.0,0.9338,2025-12-06T16:50:15.705Z
zero-gravity,0G,0G,262,1.03,219548784,16551885.0,-1.98608,2025-12-06T16:50:13.862Z
apecoin,APE,ApeCoin,264,0.238113,216483217,31092297.0,6.97818,2025-12-06T16:50:14.720Z
agora-dollar,AUSD,AUSD,265,0.99949,216327640,39084616.0,0.07663,2025-12-06T16:50:14.137Z
build-on,B,BUILDon,267,0.212861,212658385,10826064.0,-9.41461,2025-12-06T16:50:15.679Z
kamino,KMNO,Kamino,268,0.062282,212120079,11690118.0,4.15541,2025-12-06T16:50:18.895Z
zora,ZORA,Zora,269,0.04740903,211932353,24968634.0,2.96533,2025-12-06T16:50:23.088Z
wemix-token,WEMIX,WEMIX,271,0.455971,209341219,1899976.0,0.51729,2025-12-06T16:50:13.200Z
audiera,BEAT,Audiera,273,1.48,206642727,39360558.0,26.04308,2025-12-06T16:50:14.722Z
aethir,ATH,Aethir,274,0.01378288,206565004,8570162.0,3.12307,2025-12-06T16:50:14.141Z
wormhole,W,Wormhole,275,0.04069822,205106296,20225604.0,1.46367,2025-12-06T16:50:13.454Z
reserve-rights-token,RSR,Reserve Rights,276,0.00331384,204331351,9828065.0,3.14107,2025-12-06T16:50:21.899Z
theo-short-duration-us-treasury-fund,THBILL,Theo Short Duration US Treasury Fund,277,1.012,203976181,1535775.0,0.02818,2025-12-06T16:50:23.489Z
mx-token,MX,MX,278,2.15,198481527,19288503.0,2.07873,2025-12-06T16:50:20.161Z
btse-token,BTSE,BTSE Token,279,1.21,196686241,3897125.0,1.8692,2025-12-06T16:50:15.587Z
legacy-token,LGCT,Legacy Token,280,0.563031,192538738,1729542.0,-3.2706,2025-12-06T16:50:19.125Z
staked-frax-ether,SFRXETH,Staked Frax Ether,284,3454.79,183518417,157788.0,1.51494,2025-12-06T16:50:22.718Z
livepeer,LPT,Livepeer,285,3.86,182902919,10442488.0,4.0003,2025-12-06T16:50:19.336Z
jito-governance-token,JTO,Jito,288,0.442778,181177040,13018104.0,3.1093,2025-12-06T16:50:18.894Z
