id,symbol,name,market_cap_rank,current_price,market_cap,total_volume,price_change_percentage_24h,last_updated
binance-bridged-usdt-bnb-smart-chain,BSC-USD,Binance Bridged USDT (BNB Smart Chain),20,1.0,8984772848,1064257204.0,-0.0987,2025-12-06T16:45:52.567Z
leo-token,LEO,LEO Token,21,9.57,8826701529,484644.0,-1.22718,2025-12-06T16:45:55.975Z
weth,WETH,WETH,22,3059.83,8555044534,84143009.0,1.57403,2025-12-06T16:45:50.678Z
hyperliquid,HYPE,Hyperliquid,23,31.1,8422211521,193902016.0,0.73758,2025-12-06T16:45:55.064Z
wrapped-eeth,WEETH,Wrapped eETH,24,3313.46,7808393230,12741003.0,1.42801,2025-12-06T16:46:01.514Z
stellar,XLM,Stellar,25,0.241333,7804193380,96435609.0,-0.83417,2025-12-06T16:45:59.754Z
monero,XMR,Monero,26,391.13,7215412644,113690911.0,-0.83672,2025-12-06T16:45:56.713Z
ethena-usde,USDE,Ethena USDe,27,0.999579,6706410261,96559733.0,0.04538,2025-12-06T16:45:54.069Z
coinbase-wrapped-btc,CBBTC,Coinbase Wrapped BTC,28,89872.0,6506539775,271554019.0,1.25375,2025-12-06T16:45:53.253Z
litecoin,LTC,Litecoin,29,81.12,6212040270,417928540.0,0.80259,2025-12-06T16:45:56.194Z
avalanche-2,AVAX,Avalanche,30,13.4,5753820132,341571346.0,-0.14556,2025-12-06T16:45:51.763Z
sui,SUI,Sui,31,1.54,5746018737,665146422.0,-2.32545,2025-12-06T16:46:00.173Z
hedera-hashgraph,HBAR,Hedera,32,0.13372,5681498609,98618620.0,-0.12322,2025-12-06T16:45:54.837Z
zcash,ZEC,Zcash,33,332.11,5456812666,785135700.0,-9.36881,2025-12-06T16:46:01.938Z
shiba-inu,SHIB,Shiba Inu,34,8.4e-06,4940707458,118283798.0,2.17581,2025-12-06T16:45:59.277Z
susds,SUSDS,sUSDS,36,1.077,4211581494,6368512.0,0.12347,2025-12-06T16:45:59.807Z
world-liberty-financial,WLFI,World Liberty Financial,37,0.149534,4074762538,79403764.0,-0.45647,2025-12-06T16:46:01.463Z
crypto-com-chain,CRO,Cronos,40,0.104317,3895319705,12524606.0,1.45304,2025-12-06T16:45:53.070Z
the-open-network,TON,Toncoin,39,1.59,3894196883,74739107.0,3.17137,2025-12-06T16:46:00.654Z
paypal-usd,PYUSD,PayPal USD,41,0.999661,3845986218,65654497.0,-0.00772,2025-12-06T16:45:58.358Z
ethena-staked-usde,SUSDE,Ethena Staked USDe,42,1.21,3673121389,47100279.0,0.02544,2025-12-06T16:45:54.132Z
uniswap,UNI,Uniswap,43,5.6,3524386149,242133970.0,0.91384,2025-12-06T16:46:00.956Z
mantle,MNT,Mantle,44,1.08,3514134070,106517898.0,5.07172,2025-12-06T16:45:56.215Z
polkadot,DOT,Polkadot,45,2.14,3511812381,142648633.0,-0.05115,2025-12-06T16:45:58.119Z
aave,AAVE,Aave,46,190.97,2894541179,159491280.0,3.34688,2025-12-06T16:45:50.935Z
usd1-wlfi,USD1,USD1,47,0.999055,2725335255,252554196.0,-0.03526,2025-12-06T16:46:00.920Z
bittensor,TAO,Bittensor,48,281.43,2700641349,81192074.0,2.08483,2025-12-06T16:45:52.264Z
bitget-token,BGB,Bitget Token,49,3.53,2466937228,53205772.0,4.67504,2025-12-06T16:46:00.770Z
memecore,M,MemeCore,50,1.36,2318674183,16139773.0,6.72304,2025-12-06T16:45:56.311Z
canton-network,CC,Canton,51,0.063909,2294227889,24525876.0,-2.98187,2025-12-06T16:45:52.537Z
okb,OKB,OKB,52,108.11,2269805589,33783991.0,5.12276,2025-12-06T16:45:57.947Z
near,NEAR,NEAR Protocol,53,1.72,2207817589,174794083.0,2.51109,2025-12-06T16:45:57.226Z
tether-gold,XAUT,Tether Gold,55,4211.5,2198835739,232476630.0,0.24552,2025-12-06T16:46:00.191Z
falcon-finance,USDF,Falcon USD,54,0.999221,2188232409,2263239.0,0.20174,2025-12-06T16:45:54.003Z
aster-2,ASTER,Aster,56,0.982681,2063518458,174782976.0,-1.83762,2025-12-06T16:45:51.514Z
ethereum-classic,ETC,Ethereum Classic,57,13.32,2059346492,45256308.0,1.77932,2025-12-06T16:45:54.144Z
ethena,ENA,Ethena,59,0.263138,2023483589,173145607.0,0.84601,2025-12-06T16:45:54.161Z
internet-computer,ICP,Internet Computer,60,3.52,1904165451,76454666.0,3.43729,2025-12-06T16:45:55.494Z
pi-network,PI,Pi Network,61,0.226663,1891846154,15761507.0,2.2359,2025-12-06T16:45:57.773Z
jito-staked-sol,JITOSOL,Jito Staked SOL,62,166.18,1883951539,11542450.0,1.10163,2025-12-06T16:45:55.494Z
pepe,PEPE,Pepe,63,4.44e-06,1868124625,236832121.0,2.1761,2025-12-06T16:45:57.932Z
pump-fun,PUMP,Pump.fun,66,0.0030361,1790931037,131458444.0,5.87661,2025-12-06T16:45:58.397Z
rain,RAIN,Rain,65,0.0075122,1781688976,27341343.0,0.60825,2025-12-06T16:45:58.330Z
jupiter-perpetuals-liquidity-provider-token,JLP,Jupiter Perpetuals Liquidity Provider Token,68,4.65,1681427837,25378904.0,0.75746,2025-12-06T16:45:55.504Z
htx-dao,HTX,HTX DAO,69,1.67e-06,1548935081,12843405.0,-1.08342,2025-12-06T16:45:55.006Z
ondo-finance,ONDO,Ondo,71,0.46782,1477550440,41275961.0,1.51979,2025-12-06T16:45:57.592Z
hash-2,HASH,Provenance Blockchain,72,0.02797054,1453488108,105589.0,0.69052,2025-12-06T16:45:54.784Z
pax-gold,PAXG,PAX Gold,73,4214.78,1431996093,71035503.0,-0.15512,2025-12-06T16:45:57.667Z
kaspa,KAS,Kaspa,74,0.051944,1391772122,20704277.0,-0.42611,2025-12-06T16:45:55.558Z
worldcoin-wld,WLD,Worldcoin,75,0.577261,1378680125,84785615.0,0.7527,2025-12-06T16:46:01.441Z
global-dollar,USDG,Global Dollar,76,0.99984,1368204639,21508060.0,0.00668,2025-12-06T16:45:54.443Z
bfusd,BFUSD,BFUSD,77,0.999462,1319213683,6596764.0,0.00451,2025-12-06T16:45:57.278Z
kucoin-shares,KCS,KuCoin,78,10.17,1318821230,5080819.0,1.23043,2025-12-06T16:45:55.722Z
quant-network,QNT,Quant,79,90.68,1318778251,17539266.0,0.69141,2025-12-06T16:45:58.340Z
aptos,APT,Aptos,81,1.77,1304650457,324725884.0,0.42961,2025-12-06T16:45:51.820Z
polygon-ecosystem-token,POL,POL (ex-MATIC),83,0.123105,1298240531,51875750.0,3.29338,2025-12-06T16:45:58.132Z
ripple-usd,RLUSD,Ripple USD,84,0.999473,1292367444,35842620.0,-0.00565,2025-12-06T16:45:58.700Z
rocket-pool-eth,RETH,Rocket Pool ETH,86,3517.4,1286917045,2053597.0,1.42937,2025-12-06T16:45:58.724Z
sky,SKY,Sky,87,0.05304,1214132472,9579248.0,2.23761,2025-12-06T16:45:59.425Z
wbnb,WBNB,Wrapped BNB,88,896.67,1213547937,370660938.0,2.46151,2025-12-06T16:46:01.783Z
gatechain-token,GT,Gate,89,10.22,1199250196,2850593.0,1.75314,2025-12-06T16:45:54.368Z
algorand,ALGO,Algorand,90,0.133967,1180665021,30889241.0,1.83373,2025-12-06T16:45:51.089Z
arbitrum,ARB,Arbitrum,91,0.207451,1164439080,89943712.0,2.97388,2025-12-06T16:45:51.462Z
binance-staked-sol,BNSOL,Binance Staked SOL,92,144.86,1144620173,1766884.0,1.21849,2025-12-06T16:45:52.045Z
official-trump,TRUMP,Official Trump,93,5.72,1144235488,198076839.0,-1.41154,2025-12-06T16:45:57.431Z
kelp-dao-restaked-eth,RSETH,Kelp DAO Restaked ETH,94,3240.09,1100996083,101157.0,1.74891,2025-12-06T16:45:55.518Z
vechain,VET,VeChain,95,0.01268095,1089997006,17854141.0,2.00102,2025-12-06T16:46:00.885Z
cosmos,ATOM,Cosmos Hub,96,2.24,1080315118,32723377.0,2.36009,2025-12-06T16:45:53.209Z
filecoin,FIL,Filecoin,97,1.49,1077556976,91230600.0,1.84062,2025-12-06T16:45:54.166Z
ignition-fbtc,FBTC,Function FBTC,98,89739.0,1051979184,93010.0,1.83661,2025-12-06T16:45:55.095Z
flare-networks,FLR,Flare,100,0.01304186,1047833452,4041230.0,1.25241,2025-12-06T16:45:54.149Z
lombard-staked-btc,LBTC,Lombard Staked BTC,101,90069.0,1017433972,3401168.0,2.19596,2025-12-06T16:45:55.958Z
liquid-staked-ethereum,LSETH,Liquid Staked ETH,102,3269.16,1015042187,47863.0,0.03403,2025-12-06T16:45:55.874Z
solv-btc,SOLVBTC,Solv Protocol BTC,103,89653.0,993694079,326305.0,1.22533,2025-12-06T16:45:59.184Z
nexo,NEXO,NEXO,104,0.968973,968933245,9913795.0,2.8511,2025-12-06T16:45:56.985Z
xdce-crowd-sale,XDC,XDC Network,105,0.04968268,920383738,22219338.0,0.68868,2025-12-06T16:45:50.419Z
first-digital-usd,FDUSD,First Digital USD,107,0.997706,842835023,529528091.0,0.03031,2025-12-06T16:45:54.331Z
kinetic-staked-hype,KHYPE,Kinetiq Staked HYPE,108,31.3,840714022,11077094.0,0.73457,2025-12-06T16:45:55.670Z
render-token,RENDER,Render,109,1.61,835571048,35666045.0,0.35217,2025-12-06T16:45:58.638Z
sei-network,SEI,Sei,110,0.129137,822300857,54402557.0,-0.19007,2025-12-06T16:45:58.992Z
pancakeswap-token,CAKE,PancakeSwap,112,2.28,767994656,36173019.0,-0.11919,2025-12-06T16:45:57.805Z
bonk,BONK,Bonk,114,9.2e-06,760163017,59455451.0,1.96428,2025-12-06T16:45:52.456Z
renzo-restaked-eth,EZETH,Renzo Restaked ETH,115,3260.94,745913748,328675.0,0.90545,2025-12-06T16:45:58.503Z
story-2,IP,Story,116,2.22,738020452,23508002.0,1.96624,2025-12-06T16:45:59.617Z
mantle-staked-ether,METH,Mantle Staked Ether,117,3298.82,727579359,2683926.0,0.81361,2025-12-06T16:45:56.254Z
jupiter-exchange-solana,JUP,Jupiter,119,0.228435,716517920,16372317.0,-0.97218,2025-12-06T16:45:55.644Z
ondo-us-dollar-yield,USDY,Ondo US Dollar Yield,121,1.11,690360324,329930.0,1.28517,2025-12-06T16:45:57.266Z
pudgy-penguins,PENGU,Pudgy Penguins,122,0.01089656,685085376,96264501.0,1.18132,2025-12-06T16:45:58.339Z
morpho,MORPHO,Morpho,123,1.25,672043967,11939934.0,-5.00415,2025-12-06T16:45:56.778Z
jupiter-staked-sol,JUPSOL,Jupiter Staked SOL,125,153.9,641669865,894479.0,0.7565,2025-12-06T16:45:55.523Z
aerodrome-finance,AERO,Aerodrome Finance,128,0.689723,624268892,22192318.0,6.78281,2025-12-06T16:45:51.904Z
fetch-ai,FET,Artificial Superintelligence Alliance,129,0.23627,615289899,67123309.0,3.55712,2025-12-06T16:45:54.259Z
stakewise-v3-oseth,OSETH,StakeWise Staked ETH,130,3133.04,611589892,561494.0,1.45617,2025-12-06T16:45:59.475Z
beldex,BDX,Beldex,131,0.085048,599786205,9985761.0,-0.25268,2025-12-06T16:45:51.763Z
spx6900,SPX,SPX6900,133,0.636621,593037205,16315346.0,-1.64283,2025-12-06T16:45:59.455Z
dash,DASH,Dash,134,47.32,592202969,104349631.0,0.84356,2025-12-06T16:45:53.193Z
myx-finance,MYX,MYX Finance,135,3.09,590483194,35375056.0,1.86924,2025-12-06T16:45:56.812Z
optimism,OP,Optimism,136,0.311402,590023350,49020374.0,3.1297,2025-12-06T16:45:57.609Z
virtual-protocol,VIRTUAL,Virtuals Protocol,137,0.859009,563826006,76272926.0,1.61551,2025-12-06T16:46:01.433Z
curve-dao-token,CRV,Curve DAO,138,0.387581,555076264,55547470.0,-0.68391,2025-12-06T16:45:53.475Z
injective-protocol,INJ,Injective,139,5.54,554675692,46977578.0,0.97952,2025-12-06T16:45:55.391Z
tbtc,TBTC,tBTC,140,89746.0,553440191,8906617.0,1.98015,2025-12-06T16:46:00.052Z
usual-usd,USD0,Usual USD,141,0.998195,548611728,1475295.0,7e-05,2025-12-06T16:46:00.660Z
starknet,STRK,Starknet,142,0.112783,541158514,60550821.0,2.36504,2025-12-06T16:45:59.775Z
blockstack,STX,Stacks,143,0.29718,539395587,11362794.0,1.82553,2025-12-06T16:45:52.437Z
usdd,USDD,USDD,145,1.0,524316538,9522578.0,0.00123,2025-12-06T16:46:00.612Z
telcoin,TEL,Telcoin,146,0.00551094,523843131,1971381.0,-0.79684,2025-12-06T16:46:00.055Z
tezos,XTZ,Tezos,147,0.480602,513164060,18533207.0,1.86333,2025-12-06T16:46:00.299Z
ultima,ULTIMA,Ultima,148,5125.66,512563663,14680507.0,-1.6388,2025-12-06T16:46:00.452Z
lido-dao,LDO,Lido DAO,149,0.571375,509546180,47964697.0,-2.14257,2025-12-06T16:45:56.001Z
true-usd,TUSD,TrueUSD,150,0.997669,493353768,5890255.0,0.01571,2025-12-06T16:46:01.002Z
celestia,TIA,Celestia,152,0.578516,491806697,55324828.0,-1.72244,2025-12-06T16:45:52.568Z
the-graph,GRT,The Graph,153,0.04626535,491273359,17233231.0,2.0662,2025-12-06T16:46:00.314Z
msol,MSOL,Marinade Staked SOL,154,179.14,489274475,1735021.0,0.68074,2025-12-06T16:45:56.807Z
ether-fi,ETHFI,Ether.fi,156,0.794935,483588671,27571799.0,1.29368,2025-12-06T16:45:53.974Z
newton-project,AB,AB,157,0.00532933,480043787,9589171.0,0.64528,2025-12-06T16:45:56.966Z
gteth,GTETH,GTETH,158,3061.74,470436015,114639.0,1.80144,2025-12-06T16:45:54.556Z
stader-ethx,ETHX,Stader ETHx,159,3294.25,461830695,79243.0,1.80475,2025-12-06T16:45:59.382Z
kaia,KAIA,Kaia,160,0.077888,456104233,7149025.0,-0.15708,2025-12-06T16:45:55.505Z
floki,FLOKI,FLOKI,162,4.61e-05,444579145,33552774.0,2.07313,2025-12-06T16:45:54.214Z
doublezero,2Z,DoubleZero,164,0.124041,430924892,16211146.0,2.0248,2025-12-06T16:45:53.602Z
gho,GHO,GHO,165,0.999969,430057209,7110628.0,0.00905,2025-12-06T16:45:54.383Z
ethereum-name-service,ENS,Ethereum Name Service,167,11.27,427535672,22282109.0,0.35722,2025-12-06T16:45:54.026Z
iota,IOTA,IOTA,168,0.102037,426044624,8505709.0,2.54442,2025-12-06T16:45:55.335Z
trust-wallet-token,TWT,Trust Wallet,169,1.018,424372055,14304746.0,1.72056,2025-12-06T16:46:00.551Z
sun-token,SUN,Sun Token,170,0.02145484,411653575,33034885.0,1.51981,2025-12-06T16:45:59.739Z
usdb,USDB,USDB,171,1.012,411104504,231546.0,2.53247,2025-12-06T16:46:00.607Z
terra-luna,LUNC,Terra Luna Classic,174,7.443e-05,408180667,803964591.0,49.49254,2025-12-06T16:46:00.103Z
bitcoin-cash-sv,BSV,Bitcoin SV,172,20.44,407815351,8756951.0,0.9113,2025-12-06T16:45:52.108Z
sweth,SWETH,Swell Ethereum,173,3348.92,406407013,22219.0,0.02639,2025-12-06T16:45:59.918Z
pendle,PENDLE,Pendle,175,2.43,399804769,28446586.0,0.55837,2025-12-06T16:45:57.744Z
pyth-network,PYTH,Pyth Network,176,0.069225,397801987,15345676.0,1.014,2025-12-06T16:45:58.310Z
bittorrent,BTT,BitTorrent,177,4.01784e-07,395864197,18030434.0,1.02538,2025-12-06T16:45:52.320Z
sbtc-2,SBTC,sBTC,178,89851.0,394040627,35641.0,0.87287,2025-12-06T16:45:58.819Z
just,JST,JUST,179,0.03978099,393540875,44586243.0,1.60517,2025-12-06T16:45:55.552Z
coinbase-wrapped-staked-eth,CBETH,Coinbase Wrapped Staked ETH,180,3401.07,391422693,2425900.0,0.77126,2025-12-06T16:45:52.803Z
fartcoin,FARTCOIN,Fartcoin,182,0.387141,389046049,168002588.0,10.80489,2025-12-06T16:45:54.339Z
merlin-chain,MERL,Merlin Chain,183,0.363608,382487845,19921590.0,-1.23133,2025-12-06T16:45:57.908Z
basic-attention-token,BAT,Basic Attention,184,0.253776,379455254,49222472.0,3.14209,2025-12-06T16:45:51.953Z
decred,DCR,Decred,185,21.95,376678567,7581278.0,8.2624,2025-12-06T16:45:53.561Z
dogwifcoin,WIF,dogwifhat,187,0.375239,374850814,128353103.0,2.55242,2025-12-06T16:45:53.904Z
olympus,OHM,Olympus,186,22.85,374313737,252503.0,1.49441,2025-12-06T16:45:57.269Z
the-sandbox,SAND,The Sandbox,188,0.143222,374195377,22895705.0,1.96599,2025-12-06T16:46:00.407Z
bitcoin-avalanche-bridged-btc-b,BTC.B,Avalanche Bridged BTC (Avalanche),189,89947.0,371374708,25698092.0,1.65918,2025-12-06T16:45:52.000Z
conflux-token,CFX,Conflux,190,0.071757,369958699,11080378.0,1.35053,2025-12-06T16:45:53.150Z
helium,HNT,Helium,191,1.96,365809175,3068612.0,3.02316,2025-12-06T16:45:54.823Z
sonic-3,S,Sonic,192,0.096097,364242077,35275461.0,0.16331,2025-12-06T16:45:59.371Z
flow,FLOW,Flow,194,0.219735,357473902,5417215.0,0.18504,2025-12-06T16:45:54.169Z
apenft,NFT,AINFT,195,3.60077e-07,356450488,15125977.0,-0.356,2025-12-06T16:45:52.357Z
ether-fi-staked-eth,EETH,ether.fi Staked ETH,196,3057.42,353327201,79138.0,1.23326,2025-12-06T16:45:53.917Z
plasma,XPL,Plasma,197,0.175368,346654058,72402508.0,-3.64415,2025-12-06T16:45:57.940Z
euro-coin,EURC,EURC,198,1.16,340649110,14400321.0,0.04775,2025-12-06T16:45:54.311Z
gala,GALA,GALA,199,0.0072917,340632759,32241338.0,2.6498,2025-12-06T16:45:54.432Z
jasmycoin,JASMY,JasmyCoin,200,0.00687228,339752933,23530253.0,2.58127,2025-12-06T16:45:55.603Z
theta-token,THETA,Theta Network,201,0.33859,338371408,12872276.0,2.66664,2025-12-06T16:46:00.277Z
benqi-liquid-staked-avax,SAVAX,BENQI Liquid Staked AVAX,202,16.53,336450638,10877360.0,0.15329,2025-12-06T16:45:51.993Z
gnosis,GNO,Gnosis,203,125.43,331007805,5380311.0,0.89607,2025-12-06T16:45:54.487Z
wrapped-hype,WHYPE,Wrapped HYPE,204,31.11,328902157,55896122.0,0.42497,2025-12-06T16:46:01.814Z
usx,USX,USX,205,0.999837,326939387,1000354.0,-0.01593,2025-12-06T16:46:00.673Z
kinesis-gold,KAU,Kinesis Gold,206,135.92,324328240,36186.0,0.41405,2025-12-06T16:45:55.585Z
chiliz,CHZ,Chiliz,208,0.03119042,316118583,87805865.0,6.28336,2025-12-06T16:45:52.938Z
vision-3,VSN,Vision,209,0.091845,316072492,19597460.0,0.22717,2025-12-06T16:46:00.917Z
swissborg,BORG,SwissBorg,210,0.319832,315212475,416286.0,7.9267,2025-12-06T16:45:59.874Z
raydium,RAY,Raydium,212,1.15,308556300,34741031.0,2.88037,2025-12-06T16:45:58.536Z
compound-governance-token,COMP,Compound,214,31.84,307795802,26373805.0,1.89618,2025-12-06T16:45:52.960Z
syrup,SYRUP,Maple Finance,213,0.269881,307756097,25854142.0,2.29632,2025-12-06T16:45:59.982Z
mimblewimblecoin,MWC,MimbleWimbleCoin,216,26.6,299638730,137739.0,-2.81547,2025-12-06T16:45:56.535Z
frax-ether,FRXETH,Frax Ether,215,3023.45,298505484,916094.0,1.59155,2025-12-06T16:45:54.242Z
mantle-restaked-eth,CMETH,Mantle Restaked ETH,218,3301.26,294544047,5240667.0,0.92002,2025-12-06T16:45:56.168Z
decentraland,MANA,Decentraland,219,0.153263,294124526,20465309.0,2.70959,2025-12-06T16:45:53.285Z
unit-bitcoin,UBTC,Unit Bitcoin,220,89807.0,294051340,46621787.0,1.55781,2025-12-06T16:46:00.576Z
vaulta,A,Vaulta,221,0.182375,293221856,27585340.0,0.76366,2025-12-06T16:46:00.824Z
neo,NEO,NEO,222,4.13,291149062,10934740.0,0.23175,2025-12-06T16:45:57.014Z
monad,MON,Monad,223,0.02660797,288240450,168218891.0,1.62873,2025-12-06T16:45:56.703Z
layerzero,ZRO,LayerZero,224,1.42,287962025,31713419.0,5.36213,2025-12-06T16:45:55.936Z
cap-usd,CUSD,Cap USD,225,1.0,287858809,21288.0,0.35393,2025-12-06T16:45:52.457Z
zksync,ZK,ZKsync,226,0.03350198,287526842,26074928.0,-0.50531,2025-12-06T16:46:01.898Z
astherus-staked-bnb,ASBNB,Aster Staked BNB,228,949.84,284732045,81656.0,2.59907,2025-12-06T16:45:51.445Z
frax,FRAX,Legacy Frax Dollar,229,0.994379,281894914,508134.0,0.07329,2025-12-06T16:45:54.247Z
fasttoken,FTN,Fasttoken,230,0.645236,279834113,1864573.0,-1.73573,2025-12-06T16:45:54.030Z
ape-and-pepe,APEPE,Ape and Pepe,231,1.33e-06,279629562,27197001.0,2.5588,2025-12-06T16:45:57.713Z
crvusd,CRVUSD,crvUSD,232,0.999311,271718790,14719024.0,0.41526,2025-12-06T16:45:57.157Z
zebec-network,ZBCN,Zebec Network,233,0.00280275,268716288,8406394.0,-1.15279,2025-12-06T16:46:01.741Z
falcon-finance-ff,FF,Falcon Finance,234,0.11395,266594174,13868386.0,0.16059,2025-12-06T16:45:54.207Z
arweave,AR,Arweave,236,4.0,261878838,16997789.0,0.74561,2025-12-06T16:45:51.405Z
hajimi,哈基米,Hajimi,237,0.258605,260760187,2359873.0,14.41272,2025-12-06T16:45:54.627Z
1inch,1INCH,1INCH,238,0.185643,260209118,49213399.0,2.22287,2025-12-06T16:45:50.935Z
cheems-token,CHEEMS,Cheems Token,239,1.28e-06,259881169,3213097.0,6.30303,2025-12-06T16:45:52.664Z
wrapped-avax,WAVAX,Wrapped AVAX,241,13.41,255514184,74530296.0,0.1932,2025-12-06T16:46:01.752Z
eigenlayer,EIGEN,EigenCloud (prev. EigenLayer),242,0.512321,249398243,36861794.0,-3.01766,2025-12-06T16:45:53.992Z
instadapp,FLUID,Fluid,243,3.22,248852821,4388516.0,-0.44964,2025-12-06T16:45:55.255Z
pippin,PIPPIN,pippin,244,0.243843,248263000,90549726.0,45.53997,2025-12-06T16:45:57.859Z
walrus-2,WAL,Walrus,245,0.160031,247362619,18471140.0,4.2194,2025-12-06T16:46:01.183Z
ethena-staked-ena,SENA,Ethena Staked ENA,246,0.263253,245772766,405508.0,-4.18063,2025-12-06T16:45:53.904Z
immutable-x,IMX,Immutable,247,0.295429,240602143,13370723.0,3.18178,2025-12-06T16:45:55.229Z
ecash,XEC,eCash,248,1.19e-05,237309142,4144481.0,1.70941,2025-12-06T16:45:53.721Z
undeads-games,UDS,Undeads Games,249,2.31,236526395,1459274.0,3.11908,2025-12-06T16:46:00.477Z
reallink,REAL,RealLink,250,0.078336,236510399,6840692.0,2.42162,2025-12-06T16:45:58.442Z
origintrail,TRAC,OriginTrail,251,0.524851,234758431,4239535.0,0.0336,2025-12-06T16:46:20.072Z
elrond-erd-2,EGLD,MultiversX,253,8.05,232294031,42770644.0,-1.33382,2025-12-06T16:46:16.259Z
thorchain,RUNE,THORChain,254,0.661865,231828153,105271086.0,2.92387,2025-12-06T16:46:11.516Z
drift-staked-sol,DSOL,Drift Staked SOL,255,154.34,228799676,84201.0,0.53152,2025-12-06T16:46:15.783Z
loaded-lions,LION,Loaded Lions,256,0.00741618,227055627,957234.0,2.53255,2025-12-06T16:46:18.420Z
treehouse-eth,TETH,Treehouse ETH,257,3739.35,225649013,3596748.0,1.19362,2025-12-06T16:46:11.478Z
kinesis-silver,KAG,Kinesis Silver,258,59.47,221361217,223569.0,1.66208,2025-12-06T16:46:18.094Z
golem,GLM,Golem,259,0.221312,221265805,7721325.0,0.55122,2025-12-06T16:46:16.944Z
bybit-staked-sol,BBSOL,Bybit Staked SOL,261,149.52,220497685,1058608.0,0.94539,2025-12-06T16:46:17.387Z
zero-gravity,0G,0G,262,1.029,219516336,16682862.0,-2.94196,2025-12-06T16:46:16.064Z
apecoin,APE,ApeCoin,264,0.238301,216522397,31378431.0,6.44415,2025-12-06T16:46:16.275Z
agora-dollar,AUSD,AUSD,265,0.999403,216440869,38985728.0,0.00903,2025-12-06T16:46:13.091Z
build-on,B,BUILDon,267,0.212668,212610192,10218972.0,-9.09729,2025-12-06T16:46:14.597Z
kamino,KMNO,Kamino,269,0.062252,212120079,11773885.0,3.94618,2025-12-06T16:46:18.104Z
zora,ZORA,Zora,268,0.04738222,211810925,25099378.0,2.90711,2025-12-06T16:46:16.817Z
wemix-token,WEMIX,WEMIX,271,0.455871,209500144,1914992.0,0.2228,2025-12-06T16:46:12.265Z
audiera,BEAT,Audiera,272,1.48,207187113,39485187.0,27.56126,2025-12-06T16:46:13.582Z
aethir,ATH,Aethir,274,0.01377805,206565004,8731397.0,3.08694,2025-12-06T16:46:18.912Z
wormhole,W,Wormhole,275,0.04067591,204989169,20354362.0,1.40805,2025-12-06T16:46:16.812Z
theo-short-duration-us-treasury-fund,THBILL,Theo Short Duration US Treasury Fund,276,1.012,203976181,1536142.0,0.02795,2025-12-06T16:46:11.350Z
reserve-rights-token,RSR,Reserve Rights,277,0.00330868,203944584,10064948.0,2.55315,2025-12-06T16:46:09.810Z
mx-token,MX,MX,278,2.15,198479679,17882404.0,2.16525,2025-12-06T16:46:19.364Z
btse-token,BTSE,BTSE Token,279,1.21,196686173,3897124.0,2.19066,2025-12-06T16:46:14.507Z
legacy-token,LGCT,Legacy Token,280,0.559644,192538738,1727241.0,-4.30555,2025-12-06T16:46:18.269Z
staked-frax-ether,SFRXETH,Staked Frax Ether,284,3456.66,183529139,164066.0,1.5698,2025-12-06T16:46:10.541Z
livepeer,LPT,Livepeer,285,3.86,182454041,10603930.0,3.24674,2025-12-06T16:46:18.469Z
jito-governance-token,JTO,Jito,288,0.442459,181058176,13223625.0,2.48566,2025-12-06T16:46:20.461Z
