id,symbol,name,market_cap_rank,current_price,market_cap,total_volume,price_change_percentage_24h,last_updated
neo,NEO,NEO,230,4.11,290109431,13902323.0,-2.55718,2025-12-11T15:34:37.179Z
layerzero,ZRO,LayerZero,232,1.41,285642494,40180888.0,-5.64185,2025-12-11T15:34:35.861Z
monad,MON,Monad,234,0.02626434,284451374,180769581.0,-4.31944,2025-12-11T15:34:36.685Z
zksync,ZK,ZKsync,233,0.03316393,284184042,40318078.0,-5.58348,2025-12-11T15:34:31.690Z
decentraland,MANA,Decentraland,235,0.147154,282732841,36760752.0,-3.72163,2025-12-11T15:34:33.414Z
frax,FRAX,Legacy Frax Dollar,236,0.993384,278424354,5387869.0,0.0217,2025-12-11T15:34:34.310Z
astherus-staked-bnb,ASBNB,Aster Staked BNB,237,918.0,276274022,145848.0,-2.74157,2025-12-11T15:34:31.629Z
gate-wrapped-btc,GTBTC,Gate Wrapped BTC,238,90295.0,271483762,106364.0,-1.82488,2025-12-11T15:34:34.449Z
zebec-network,ZBCN,Zebec Network,239,0.00280718,268783287,11806081.0,-2.09438,2025-12-11T15:34:31.120Z
undeads-games,UDS,Undeads Games,241,2.59,265229974,1265608.0,0.66919,2025-12-11T15:34:40.006Z
falcon-finance-ff,FF,Falcon Finance,243,0.112053,263344790,18033006.0,-2.76521,2025-12-11T15:34:34.337Z
binance-wrapped-btc,BBTC,Binance Wrapped BTC,244,90605.0,262754369,83519.0,-1.07312,2025-12-11T15:34:32.174Z
wrapped-hype,WHYPE,Wrapped HYPE,245,27.84,262642781,141934621.0,-3.61239,2025-12-11T15:34:30.673Z
arweave,AR,Arweave,246,3.95,258871332,25987857.0,-3.79837,2025-12-11T15:34:31.834Z
build-on,B,BUILDon,247,0.252556,251135009,15665568.0,13.74354,2025-12-11T15:34:35.416Z
resolv-usr,USR,Resolv USR,248,0.999968,250011875,706160.0,0.11102,2025-12-11T15:34:38.195Z
instadapp,FLUID,Fluid,249,3.2,247333457,6307339.0,-4.84531,2025-12-11T15:34:35.285Z
audiera,BEAT,Audiera,250,1.78,246558557,44141338.0,5.90077,2025-12-11T15:34:31.643Z
sad-coin,SAD,Sad Coin,251,0.24131,240875945,2687822.0,-47.0194,2025-12-11T15:35:14.375Z
1inch,1INCH,1INCH,252,0.171462,240526620,14532600.0,-2.05261,2025-12-11T15:35:02.016Z
fasttoken,FTN,Fasttoken,253,0.548236,239101553,1669811.0,4.20854,2025-12-11T15:35:14.259Z
ethena-staked-ena,SENA,Ethena Staked ENA,254,0.256238,238648499,304242.0,-4.31246,2025-12-11T15:35:14.283Z
reallink,REAL,RealLink,255,0.078269,236995162,7050838.0,-1.92867,2025-12-11T15:35:14.423Z
walrus-2,WAL,Walrus,256,0.152869,236455896,14248171.0,-3.75227,2025-12-11T15:35:13.779Z
wrapped-avax,WAVAX,Wrapped AVAX,257,13.11,235653628,239175914.0,-8.07411,2025-12-11T15:35:08.616Z
ape-and-pepe,APEPE,Ape and Pepe,258,1.12e-06,235280037,27720088.0,-2.53565,2025-12-11T15:35:14.413Z
resolv-wstusr,WSTUSR,Resolv wstUSR,259,1.12,234829219,1976973.0,0.03734,2025-12-11T15:35:14.363Z
treehouse-eth,TETH,Treehouse ETH,260,3904.26,234703861,1781045.0,-3.90102,2025-12-11T15:35:06.650Z
kinesis-silver,KAG,Kinesis Silver,261,62.98,234420332,407933.0,4.22255,2025-12-11T15:35:02.514Z
thorchain,RUNE,THORChain,262,0.65926,231771303,54492692.0,-4.67254,2025-12-11T15:35:09.732Z
ecash,XEC,eCash,264,1.151e-05,229808513,4794618.0,-2.918,2025-12-11T15:35:14.458Z
bybit-staked-sol,BBSOL,Bybit Staked SOL,265,147.93,228227627,1803084.0,-3.40603,2025-12-11T15:35:02.077Z
zora,ZORA,Zora,266,0.050764,227736116,37751434.0,0.91762,2025-12-11T15:35:09.475Z
immutable-x,IMX,Immutable,267,0.278603,226994435,24438953.0,-3.70693,2025-12-11T15:35:02.092Z
drift-staked-sol,DSOL,Drift Staked SOL,268,152.44,225552523,152446.0,-4.13325,2025-12-11T15:35:01.730Z
eigenlayer,EIGEN,EigenCloud (prev. EigenLayer),269,0.458957,224566677,73250074.0,-4.44951,2025-12-11T15:35:14.625Z
origintrail,TRAC,OriginTrail,270,0.493805,221606928,3595219.0,-3.97229,2025-12-11T15:35:02.121Z
loaded-lions,LION,Loaded Lions,271,0.00719598,221212422,985192.0,-2.00871,2025-12-11T15:35:14.420Z
elrond-erd-2,EGLD,MultiversX,273,7.62,220352523,12155734.0,-3.26248,2025-12-11T15:35:02.689Z
golem,GLM,Golem,274,0.219182,219490137,19042905.0,0.72106,2025-12-11T15:35:02.286Z
agora-dollar,AUSD,AUSD,277,0.999845,216404899,42772170.0,0.07376,2025-12-11T15:35:02.447Z
cheems-token,CHEEMS,Cheems Token,279,1.06e-06,215897485,2124112.0,-5.36044,2025-12-11T15:35:14.433Z
kamino,KMNO,Kamino,280,0.061978,213613257,22599924.0,-1.12349,2025-12-11T15:35:02.232Z
